modelo,termino,coeficiente,error_estandar,N,R2,prueba,estadistico,p_value
m1_simple,D,4.3118279569892479,0.47615337802587659,70,0.55280389414389586,,,1.3588848385618755e-19
m2_controles,D,4.2518503179173708,0.46440822309594432,70,0.59292017563227173,,,5.4148943972774165e-20
m3_estratos,D,4.390222192918837,0.42935012404682787,70,0.65009884221820713,,,1.5279695653536501e-24
m4_completo,D,4.2955542331099217,0.44041143233883079,70,0.67184852350939639,,,1.7821040610910511e-22
