metric,value
ate_true,.6832299999999999
att_true,.8409799075964328
late_true,1.316088268577895
ols,.8788776857030748
itt,.663683260070333
first_stage,.5211980415482573
reduced_form,.663683260070333
wald,1.273380187881775
iv_2sls,1.273380187881905
share_complier_estimated,.5211980415482573
